prime,A,x0,trials,cycles,mul_count,inv_count,branch_count,opcount_m3,batch_time_ms,method
1016497,164394,525244,2261,292,66,0,0,66.000,202.61,bruteforce
1016497,43253,799355,7750,292,66,0,0,66.000,202.61,bruteforce
1016497,186540,480244,11964,334,66,0,0,66.000,202.61,bruteforce
1016497,78461,349236,1159,291,66,0,0,66.000,202.61,bruteforce
1016497,13164,261032,3268,292,66,0,0,66.000,202.61,bruteforce
1016497,331027,993444,14715,292,66,0,0,66.000,202.61,bruteforce
1016497,658341,276820,8490,292,66,0,0,66.000,202.61,bruteforce
1016497,517555,869516,391,333,66,0,0,66.000,202.61,bruteforce
1016497,32357,896723,9766,292,66,0,0,66.000,202.61,bruteforce
1016497,327180,851771,7698,291,66,0,0,66.000,202.61,bruteforce
1016497,83039,451072,1458,292,66,0,0,66.000,202.61,bruteforce
1016497,377098,664638,9147,333,66,0,0,66.000,202.61,bruteforce
1016497,91091,746069,3206,375,66,0,0,66.000,202.61,bruteforce
1016497,1000705,799831,137,334,66,0,0,66.000,202.61,bruteforce
1016497,542567,875026,2085,292,66,0,0,66.000,202.61,bruteforce
1019357,291362,322797,58,16810,1146,3,43,1216.750,0.74,x16_nonsplit_halving
1019357,291362,239795,44,13541,825,0,36,834.000,0.74,x16_nonsplit_halving
1019357,233188,645175,153,16041,1306,3,50,1378.500,0.74,x16_nonsplit_halving
1019357,233188,696151,45,11517,725,0,29,732.250,0.74,x16_nonsplit_halving
1019357,643397,388378,189,16208,1602,3,63,1677.750,0.74,x16_nonsplit_halving
1019357,643397,752995,55,12083,872,0,39,881.750,0.74,x16_nonsplit_halving
1019357,337923,803520,159,16893,1136,3,42,1206.500,0.74,x16_nonsplit_halving
1019357,337923,77432,45,12542,743,0,32,751.000,0.74,x16_nonsplit_halving
1019357,143103,699539,93,18101,1339,3,52,1412.000,0.74,x16_nonsplit_halving
1019357,143103,62282,54,14125,831,0,37,840.250,0.74,x16_nonsplit_halving
1019357,500595,53417,75,28727,1136,3,42,1206.500,0.74,x16_nonsplit_halving
1019357,500595,489266,111,22792,819,0,35,827.750,0.74,x16_nonsplit_halving
1019357,349720,538819,331,12602,1081,3,38,1150.500,0.74,x16_nonsplit_halving
1019357,349720,431322,45,11166,813,0,34,821.500,0.74,x16_nonsplit_halving
1019357,294819,949488,203,16060,1758,3,71,1835.750,0.74,x16_nonsplit_halving
1019357,294819,214251,55,11083,819,0,35,827.750,0.74,x16_nonsplit_halving
1019357,264830,877483,962,14185,1173,3,43,1243.750,0.74,x16_nonsplit_halving
