prime,A,x0,trials,cycles,mul_count,inv_count,branch_count,opcount_m3,batch_time_ms,method
1141417,142127,983882,27440,333,66,0,0,66.000,548.52,bruteforce
1141417,74682,764237,601,334,66,0,0,66.000,548.52,bruteforce
1141417,493092,681504,10207,292,66,0,0,66.000,548.52,bruteforce
1141417,680662,868955,9813,292,66,0,0,66.000,548.52,bruteforce
1141417,399354,22885,18584,292,66,0,0,66.000,548.52,bruteforce
1141417,1046644,1105262,16850,709,66,0,0,66.000,548.52,bruteforce
1141417,409224,502051,7762,292,66,0,0,66.000,548.52,bruteforce
1141417,408996,702790,11665,708,66,0,0,66.000,548.52,bruteforce
1141417,732090,188148,33150,708,66,0,0,66.000,548.52,bruteforce
1141417,346171,378620,19361,333,66,0,0,66.000,548.52,bruteforce
1141853,829257,599994,229,15416,1033,3,37,1102.250,1.01,x16_nonsplit_halving
1141853,481877,808652,21,14851,1143,3,46,1214.500,1.01,x16_nonsplit_halving
1141853,829257,222012,30,11542,726,0,30,733.500,1.01,x16_nonsplit_halving
1141853,481877,184562,20,11583,744,0,33,752.250,1.01,x16_nonsplit_halving
1141853,1073901,70549,591,15333,1347,3,55,1420.750,1.01,x16_nonsplit_halving
1141853,1073901,828155,48,12101,795,0,37,804.250,1.01,x16_nonsplit_halving
1141853,591304,846352,60,14500,1341,3,52,1414.000,1.01,x16_nonsplit_halving
1141853,591304,1109965,45,10976,738,0,32,746.000,1.01,x16_nonsplit_halving
1141853,1061487,405388,89,16292,1168,3,46,1239.500,1.01,x16_nonsplit_halving
1141853,1061487,551895,51,12809,828,0,38,837.500,1.01,x16_nonsplit_halving
1141853,627752,305909,246,14458,1357,3,56,1431.000,1.01,x16_nonsplit_halving
1141853,627752,713808,47,10934,768,0,37,777.250,1.01,x16_nonsplit_halving
1141853,1032252,313406,454,15250,1244,3,49,1316.250,1.01,x16_nonsplit_halving
1141853,1032252,443497,47,11350,789,0,36,798.000,1.01,x16_nonsplit_halving
1141853,666780,911416,256,15125,1300,3,50,1372.500,1.01,x16_nonsplit_halving
1141853,666780,606822,53,11683,717,0,33,725.250,1.01,x16_nonsplit_halving
1141853,1134217,995998,1226,13309,1160,3,45,1231.250,1.01,x16_nonsplit_halving
1141853,1134217,876150,39,11083,771,0,33,779.250,1.01,x16_nonsplit_halving
1141853,803011,587131,360,13208,1037,3,38,1106.500,1.01,x16_nonsplit_halving
1141853,803011,593949,38,11292,783,0,35,791.750,1.01,x16_nonsplit_halving
1148261,769446,714048,301,13541,1166,3,48,1238.000,0.64,x16_nonsplit_halving
1148261,769446,897102,41,11042,777,0,34,785.500,0.64,x16_nonsplit_halving
1148261,975193,925209,248,16000,1454,3,60,1529.000,0.64,x16_nonsplit_halving
1148261,975193,598317,46,12018,777,0,34,785.500,0.64,x16_nonsplit_halving
1148261,646146,526915,348,13875,1199,3,49,1271.250,0.64,x16_nonsplit_halving
1148261,376815,650117,22,14101,1195,3,47,1266.750,0.64,x16_nonsplit_halving
1148261,646146,714728,13,10809,732,0,31,739.750,0.64,x16_nonsplit_halving
1148261,376815,986128,22,11083,744,0,33,752.250,0.64,x16_nonsplit_halving
1148261,716127,361237,9,12875,1037,3,39,1106.750,0.64,x16_nonsplit_halving
1148261,716127,913878,38,11101,726,0,30,733.500,0.64,x16_nonsplit_halving
1148261,137523,259173,244,14084,1203,3,49,1275.250,0.64,x16_nonsplit_halving
1148261,137523,608637,48,11433,750,0,34,758.500,0.64,x16_nonsplit_halving
1148261,980345,704970,454,42642,1121,3,44,1192.000,0.64,x16_nonsplit_halving
1148261,980345,288734,89,19101,678,0,31,685.750,0.64,x16_nonsplit_halving
1148261,1052320,676798,119,13683,1183,3,46,1254.500,0.64,x16_nonsplit_halving
1148261,1052320,576932,53,11083,762,0,36,771.000,0.64,x16_nonsplit_halving
1148261,563503,1133715,62,14833,1359,3,57,1433.250,0.64,x16_nonsplit_halving
1148261,563503,256663,52,10559,672,0,30,679.500,0.64,x16_nonsplit_halving
1148261,491091,653948,140,32683,1505,3,62,1580.500,0.64,x16_nonsplit_halving
1148261,98591,374421,67,13584,1094,3,44,1165.000,0.64,x16_nonsplit_halving
1154233,633227,196243,5762,709,66,0,0,66.000,313.04,bruteforce
1154233,630476,1058398,1041,333,66,0,0,66.000,313.04,bruteforce
1154233,1055411,572535,6503,292,66,0,0,66.000,313.04,bruteforce
1154233,281699,864527,3537,333,66,0,0,66.000,313.04,bruteforce
1154233,612363,1009041,550,292,66,0,0,66.000,313.04,bruteforce
1154233,770853,1056652,21358,292,66,0,0,66.000,313.04,bruteforce
1154233,120965,244916,6076,291,66,0,0,66.000,313.04,bruteforce
1154233,971557,657689,13667,292,66,0,0,66.000,313.04,bruteforce
1154233,727076,431250,1239,333,66,0,0,66.000,313.04,bruteforce
1154233,913986,430063,54783,291,66,0,0,66.000,313.04,bruteforce
1154233,1048730,1017462,5020,291,66,0,0,66.000,313.04,bruteforce
1154233,718382,108401,3257,333,66,0,0,66.000,313.04,bruteforce
1154233,127329,1111662,1391,292,66,0,0,66.000,313.04,bruteforce
1154233,566527,355731,11276,292,66,0,0,66.000,313.04,bruteforce
1154233,368059,975153,5808,292,66,0,0,66.000,313.04,bruteforce
1154233,724564,732196,113,291,66,0,0,66.000,313.04,bruteforce
1154233,289030,472102,31933,333,66,0,0,66.000,313.04,bruteforce
1154233,1097587,312478,10779,292,66,0,0,66.000,313.04,bruteforce
1154233,384829,1087672,3177,292,66,0,0,66.000,313.04,bruteforce
1154233,849624,874437,5242,292,66,0,0,66.000,313.04,bruteforce
1157063,903532,434253,262,291,66,0,0,66.000,314.23,bruteforce
1157063,611590,161862,16691,333,66,0,0,66.000,314.23,bruteforce
1157063,101579,589912,1542,333,66,0,0,66.000,314.23,bruteforce
1157063,134549,966675,1169,333,66,0,0,66.000,314.23,bruteforce
1157063,511155,349692,5160,291,66,0,0,66.000,314.23,bruteforce
1157063,525468,89070,1345,709,66,0,0,66.000,314.23,bruteforce
1157063,1082243,1091835,14404,292,66,0,0,66.000,314.23,bruteforce
1157063,957366,793784,214,333,66,0,0,66.000,314.23,bruteforce
1157063,604555,63607,15458,333,66,0,0,66.000,314.23,bruteforce
1157063,699498,443869,2383,292,66,0,0,66.000,314.23,bruteforce
1157063,1041026,1033448,3494,333,66,0,0,66.000,314.23,bruteforce
1157063,263386,947702,9981,292,66,0,0,66.000,314.23,bruteforce
1157063,366762,232358,4961,292,66,0,0,66.000,314.23,bruteforce
1157063,261345,100678,57264,334,66,0,0,66.000,314.23,bruteforce
1157063,219211,320903,11335,291,66,0,0,66.000,314.23,bruteforce
1157063,225272,349177,28722,292,66,0,0,66.000,314.23,bruteforce
1157063,1041026,101380,2201,334,66,0,0,66.000,314.23,bruteforce
1157063,523661,392918,1303,292,66,0,0,66.000,314.23,bruteforce
1157063,218621,603450,2496,334,66,0,0,66.000,314.23,bruteforce
1157063,249050,255819,15096,292,66,0,0,66.000,314.23,bruteforce
1157851,686810,276615,39426,333,66,0,0,66.000,401.17,bruteforce
1157851,224841,127991,6673,291,66,0,0,66.000,401.17,bruteforce
1157851,430562,731579,39602,292,66,0,0,66.000,401.17,bruteforce
1157851,388158,1141938,416,291,66,0,0,66.000,401.17,bruteforce
1157851,229170,10885,9851,292,66,0,0,66.000,401.17,bruteforce
1157851,460641,188585,18768,292,66,0,0,66.000,401.17,bruteforce
1157851,24265,585226,5082,292,66,0,0,66.000,401.17,bruteforce
1157851,10469,585052,552,292,66,0,0,66.000,401.17,bruteforce
1157851,666237,1081722,4448,333,66,0,0,66.000,401.17,bruteforce
1157851,830821,408046,3813,333,66,0,0,66.000,401.17,bruteforce
1157851,55882,270891,20452,292,66,0,0,66.000,401.17,bruteforce
1157851,716112,1012562,2037,291,66,0,0,66.000,401.17,bruteforce
1157851,667769,312845,1995,292,66,0,0,66.000,401.17,bruteforce
1157851,1145615,98971,10754,292,66,0,0,66.000,401.17,bruteforce
1157851,946722,89836,1053,333,66,0,0,66.000,401.17,bruteforce
1157851,404816,686435,8962,333,66,0,0,66.000,401.17,bruteforce
1157851,59363,241352,23134,291,66,0,0,66.000,401.17,bruteforce
1157851,296605,193386,2941,333,66,0,0,66.000,401.17,bruteforce
1157851,218138,184106,35396,333,66,0,0,66.000,401.17,bruteforce
1157851,1092881,427620,18421,750,66,0,0,66.000,401.17,bruteforce
1158247,1025419,337196,9265,333,66,0,0,66.000,233.01,bruteforce
1158247,717273,770054,3490,292,66,0,0,66.000,233.01,bruteforce
1158247,122503,162344,36918,292,66,0,0,66.000,233.01,bruteforce
1158247,651166,816106,1108,750,66,0,0,66.000,233.01,bruteforce
1158247,968404,98536,1473,292,66,0,0,66.000,233.01,bruteforce
1158247,483803,491153,7408,291,66,0,0,66.000,233.01,bruteforce
1158247,599444,551610,1753,333,66,0,0,66.000,233.01,bruteforce
1158247,866840,889897,1954,291,66,0,0,66.000,233.01,bruteforce
1158247,1155864,405857,6237,333,66,0,0,66.000,233.01,bruteforce
1158247,22452,1153666,5109,750,66,0,0,66.000,233.01,bruteforce
1158247,839891,310627,7082,292,66,0,0,66.000,233.01,bruteforce
1158247,958295,45919,11905,292,66,0,0,66.000,233.01,bruteforce
1158247,595268,491143,118,334,66,0,0,66.000,233.01,bruteforce
1158247,725878,798801,7509,708,66,0,0,66.000,233.01,bruteforce
1158247,540765,1036335,18645,292,66,0,0,66.000,233.01,bruteforce
1158247,1039980,476963,1878,333,66,0,0,66.000,233.01,bruteforce
1158247,1087901,973573,1641,292,66,0,0,66.000,233.01,bruteforce
1158247,836178,1083920,12774,291,66,0,0,66.000,233.01,bruteforce
1158247,355369,694790,3619,291,66,0,0,66.000,233.01,bruteforce
1158247,1004261,108951,7913,334,66,0,0,66.000,233.01,bruteforce
1158401,596873,607530,125023,333,66,0,0,66.000,803.18,bruteforce
1158401,5474,121662,21226,334,66,0,0,66.000,803.18,bruteforce
1158401,662265,984409,47507,334,66,0,0,66.000,803.18,bruteforce
1158401,315457,382115,2425,333,66,0,0,66.000,803.18,bruteforce
1158401,798445,884009,21253,292,66,0,0,66.000,803.18,bruteforce
1158401,924415,706962,27140,333,66,0,0,66.000,803.18,bruteforce
1158401,1016435,464951,708,292,66,0,0,66.000,803.18,bruteforce
1158401,587148,310925,13335,292,66,0,0,66.000,803.18,bruteforce
1158401,764369,523223,20759,291,66,0,0,66.000,803.18,bruteforce
1158401,857447,738301,2408,334,66,0,0,66.000,803.18,bruteforce
1158401,915139,867183,8639,292,66,0,0,66.000,803.18,bruteforce
1158401,904431,117534,21401,292,66,0,0,66.000,803.18,bruteforce
1158401,278896,389971,16615,292,66,0,0,66.000,803.18,bruteforce
1158401,734119,801750,36642,334,66,0,0,66.000,803.18,bruteforce
1158401,253970,707360,34765,292,66,0,0,66.000,803.18,bruteforce
1158401,109405,432943,4461,292,66,0,0,66.000,803.18,bruteforce
1158401,413752,55832,14861,333,66,0,0,66.000,803.18,bruteforce
1158401,287745,711111,52760,333,66,0,0,66.000,803.18,bruteforce
1158401,1035910,401864,12425,334,66,0,0,66.000,803.18,bruteforce
1158401,377678,381681,18365,291,66,0,0,66.000,803.18,bruteforce
1161217,1097222,11741,36390,292,66,0,0,66.000,380.36,bruteforce
1161217,704305,525957,8499,333,66,0,0,66.000,380.36,bruteforce
1161217,666083,503179,7183,292,66,0,0,66.000,380.36,bruteforce
1161217,369038,909239,913,333,66,0,0,66.000,380.36,bruteforce
1161217,1503,557197,11966,292,66,0,0,66.000,380.36,bruteforce
1161217,252753,64570,12797,292,66,0,0,66.000,380.36,bruteforce
1161217,496686,539665,2199,291,66,0,0,66.000,380.36,bruteforce
1161217,1145289,857870,2516,750,66,0,0,66.000,380.36,bruteforce
1161217,649419,153136,2556,333,66,0,0,66.000,380.36,bruteforce
1161217,973252,851690,10019,334,66,0,0,66.000,380.36,bruteforce
1161217,44656,718094,17165,291,66,0,0,66.000,380.36,bruteforce
1161217,794684,97206,17022,291,66,0,0,66.000,380.36,bruteforce
1161217,1010100,13123,10915,292,66,0,0,66.000,380.36,bruteforce
1161217,400277,318550,3416,333,66,0,0,66.000,380.36,bruteforce
1161217,373649,877424,4539,708,66,0,0,66.000,380.36,bruteforce
1161217,1099569,609063,1466,292,66,0,0,66.000,380.36,bruteforce
1161217,200634,5119,62525,333,66,0,0,66.000,380.36,bruteforce
1161217,65026,835833,13112,291,66,0,0,66.000,380.36,bruteforce
1161217,78906,33463,12929,292,66,0,0,66.000,380.36,bruteforce
1161217,761183,356382,1158,333,66,0,0,66.000,380.36,bruteforce
1163119,618645,411486,218,334,66,0,0,66.000,297.81,bruteforce
1163119,947155,283166,21788,292,66,0,0,66.000,297.81,bruteforce
1163119,800180,1104685,6384,333,66,0,0,66.000,297.81,bruteforce
1163119,196116,821205,786,333,66,0,0,66.000,297.81,bruteforce
1163119,1082277,1124745,16909,292,66,0,0,66.000,297.81,bruteforce
1163119,215121,300028,10557,292,66,0,0,66.000,297.81,bruteforce
1163119,490323,652076,6232,292,66,0,0,66.000,297.81,bruteforce
1163119,619857,101261,4374,291,66,0,0,66.000,297.81,bruteforce
1163119,891192,789083,21005,292,66,0,0,66.000,297.81,bruteforce
1163119,945787,1099208,18590,334,66,0,0,66.000,297.81,bruteforce
1163119,1066056,540696,21609,292,66,0,0,66.000,297.81,bruteforce
1163119,596369,57763,173,291,66,0,0,66.000,297.81,bruteforce
1163119,849274,393877,74,333,66,0,0,66.000,297.81,bruteforce
1163119,39888,69507,13815,292,66,0,0,66.000,297.81,bruteforce
1163119,1050810,240643,1251,333,66,0,0,66.000,297.81,bruteforce
1163119,185015,1089473,11310,334,66,0,0,66.000,297.81,bruteforce
1163119,1066965,640771,13427,292,66,0,0,66.000,297.81,bruteforce
1163119,367758,411036,5102,334,66,0,0,66.000,297.81,bruteforce
1163119,1129028,742686,13871,291,66,0,0,66.000,297.81,bruteforce
1163119,831773,249613,584,292,66,0,0,66.000,297.81,bruteforce
1167013,838604,854554,184,13958,1165,3,44,1236.000,0.90,x16_nonsplit_halving
1167013,838604,406312,45,12143,866,0,38,875.500,0.90,x16_nonsplit_halving
1167013,992592,537839,292,14476,1001,3,36,1070.000,0.90,x16_nonsplit_halving
1167013,992592,839874,53,11416,673,0,30,680.500,0.90,x16_nonsplit_halving
1167013,886538,294696,130,30517,1196,3,45,1267.250,0.90,x16_nonsplit_halving
1167013,886538,985528,105,22393,784,0,34,792.500,0.90,x16_nonsplit_halving
1167013,310738,572662,66,16667,1744,3,72,1822.000,0.90,x16_nonsplit_halving
1167013,310738,895895,52,11976,895,0,38,904.500,0.90,x16_nonsplit_halving
1167013,587125,193664,131,15185,1142,3,45,1213.250,0.90,x16_nonsplit_halving
1167013,587125,101742,48,12209,849,0,40,859.000,0.90,x16_nonsplit_halving
1167013,222613,648862,348,15518,1192,3,45,1263.250,0.90,x16_nonsplit_halving
1167013,222613,413496,51,13166,860,0,37,869.250,0.90,x16_nonsplit_halving
1167013,1037848,419040,66,13459,1058,3,40,1128.000,0.90,x16_nonsplit_halving
1167013,1037848,559970,43,12250,860,0,37,869.250,0.90,x16_nonsplit_halving
1167013,768793,277771,918,19417,1708,3,72,1786.000,0.90,x16_nonsplit_halving
1167013,768793,191148,43,12477,825,0,36,834.000,0.90,x16_nonsplit_halving
1167013,615344,255760,533,19433,2122,3,91,2204.750,0.90,x16_nonsplit_halving
1167013,468303,871874,35,13750,1048,3,39,1117.750,0.90,x16_nonsplit_halving
1167013,615344,402000,4,10625,749,0,33,757.250,0.90,x16_nonsplit_halving
1167013,468303,530369,48,13102,854,0,36,863.000,0.90,x16_nonsplit_halving
1169023,1072123,793252,2525,333,66,0,0,66.000,302.80,bruteforce
1169023,751941,457227,21267,292,66,0,0,66.000,302.80,bruteforce
1169023,849672,1119129,25870,291,66,0,0,66.000,302.80,bruteforce
1169023,495492,1158534,1473,291,66,0,0,66.000,302.80,bruteforce
1169023,458060,731740,17386,292,66,0,0,66.000,302.80,bruteforce
1169023,564556,51723,7437,291,66,0,0,66.000,302.80,bruteforce
1169023,132209,1071724,6085,292,66,0,0,66.000,302.80,bruteforce
1169023,919241,733219,1105,292,66,0,0,66.000,302.80,bruteforce
1169023,250312,892062,7372,709,66,0,0,66.000,302.80,bruteforce
1169023,174922,935893,18757,292,66,0,0,66.000,302.80,bruteforce
1169023,773703,311641,3733,708,66,0,0,66.000,302.80,bruteforce
1169023,997870,462619,2382,291,66,0,0,66.000,302.80,bruteforce
1169023,335972,144947,4360,333,66,0,0,66.000,302.80,bruteforce
1169023,620492,600500,3452,292,66,0,0,66.000,302.80,bruteforce
1169023,183495,122402,23873,750,66,0,0,66.000,302.80,bruteforce
1169023,1035914,807934,1107,292,66,0,0,66.000,302.80,bruteforce
1169023,952081,414576,6484,334,66,0,0,66.000,302.80,bruteforce
1169023,1016673,325717,3541,291,66,0,0,66.000,302.80,bruteforce
1169023,445245,563978,32953,333,66,0,0,66.000,302.80,bruteforce
1169023,13896,865906,931,291,66,0,0,66.000,302.80,bruteforce
1170461,495893,322473,237,14142,1051,3,40,1121.000,1.29,x16_nonsplit_halving
1170461,495893,895629,48,11833,747,0,38,756.500,1.29,x16_nonsplit_halving
1170461,274493,878587,784,17352,1345,3,55,1418.750,1.29,x16_nonsplit_halving
1170461,775400,431529,34,17166,1576,3,69,1653.250,1.29,x16_nonsplit_halving
1170461,274493,531685,10,12375,783,0,35,791.750,1.29,x16_nonsplit_halving
1170461,398400,214460,17,36518,1531,3,65,1607.250,1.29,x16_nonsplit_halving
1170461,775400,1099015,12,10600,678,0,31,685.750,1.29,x16_nonsplit_halving
1170461,398400,307954,82,23083,834,0,39,843.750,1.29,x16_nonsplit_halving
1170461,333622,945650,1507,14250,1043,3,39,1112.750,1.29,x16_nonsplit_halving
1170461,333622,860887,50,11267,684,0,32,692.000,1.29,x16_nonsplit_halving
1170461,495457,759158,431,15768,1273,3,50,1345.500,1.29,x16_nonsplit_halving
1170461,495457,1119314,52,11792,711,0,32,719.000,1.29,x16_nonsplit_halving
1170461,910427,201785,859,17000,1488,3,62,1563.500,1.29,x16_nonsplit_halving
1170461,30866,1036236,40,14060,1006,3,37,1075.250,1.29,x16_nonsplit_halving
1170461,910427,1116913,8,12018,744,0,33,752.250,1.29,x16_nonsplit_halving
1170461,30866,517406,41,12584,801,0,38,810.500,1.29,x16_nonsplit_halving
1170461,76367,917362,1129,15375,1207,3,48,1279.000,1.29,x16_nonsplit_halving
1170461,80452,19636,24,13583,1174,3,47,1245.750,1.29,x16_nonsplit_halving
1170461,76367,317593,23,11041,750,0,34,758.500,1.29,x16_nonsplit_halving
1170461,80452,917515,29,11976,918,0,44,929.000,1.29,x16_nonsplit_halving
1170751,360861,1000987,3792,333,66,0,0,66.000,262.12,bruteforce
1170751,632248,521331,10932,292,66,0,0,66.000,262.12,bruteforce
1170751,625909,355104,11011,333,66,0,0,66.000,262.12,bruteforce
1170751,87862,55828,8604,292,66,0,0,66.000,262.12,bruteforce
1170751,467137,763231,2470,333,66,0,0,66.000,262.12,bruteforce
1170751,1136908,409756,23984,292,66,0,0,66.000,262.12,bruteforce
1170751,1146335,677905,7427,334,66,0,0,66.000,262.12,bruteforce
1170751,774918,1002779,16330,291,66,0,0,66.000,262.12,bruteforce
1170751,302883,788345,9769,334,66,0,0,66.000,262.12,bruteforce
1170751,1165048,1003966,13658,292,66,0,0,66.000,262.12,bruteforce
1170751,1007041,581826,7336,291,66,0,0,66.000,262.12,bruteforce
1170751,686443,383499,4793,292,66,0,0,66.000,262.12,bruteforce
1170751,234366,964852,2552,292,66,0,0,66.000,262.12,bruteforce
1170751,1141135,1092008,5989,292,66,0,0,66.000,262.12,bruteforce
1170751,381136,467391,5586,292,66,0,0,66.000,262.12,bruteforce
1170751,914474,472588,6592,292,66,0,0,66.000,262.12,bruteforce
1170751,105660,1069839,5528,291,66,0,0,66.000,262.12,bruteforce
1170751,363068,423838,3270,291,66,0,0,66.000,262.12,bruteforce
1170751,237592,546814,2413,292,66,0,0,66.000,262.12,bruteforce
1170751,53341,73708,14212,292,66,0,0,66.000,262.12,bruteforce
1172491,694375,616274,502,292,66,0,0,66.000,163.74,bruteforce
1172491,667332,119921,1326,292,66,0,0,66.000,163.74,bruteforce
1172491,165992,131542,3296,292,66,0,0,66.000,163.74,bruteforce
1172491,581820,1111692,4835,292,66,0,0,66.000,163.74,bruteforce
1172491,793346,442727,4819,334,66,0,0,66.000,163.74,bruteforce
1172491,77023,1110296,6905,334,66,0,0,66.000,163.74,bruteforce
1172491,707881,1009661,1898,708,66,0,0,66.000,163.74,bruteforce
1172491,35335,578361,2634,333,66,0,0,66.000,163.74,bruteforce
1172491,1006481,580622,2438,292,66,0,0,66.000,163.74,bruteforce
1172491,758742,848160,14102,291,66,0,0,66.000,163.74,bruteforce
1172491,226844,1061598,3435,333,66,0,0,66.000,163.74,bruteforce
1172491,922738,911441,2174,292,66,0,0,66.000,163.74,bruteforce
1172491,313283,75560,5275,292,66,0,0,66.000,163.74,bruteforce
1172491,232963,82636,4987,291,66,0,0,66.000,163.74,bruteforce
1172491,346356,896838,2227,333,66,0,0,66.000,163.74,bruteforce
1172491,851455,483664,9831,334,66,0,0,66.000,163.74,bruteforce
1172491,1126138,730979,8882,333,66,0,0,66.000,163.74,bruteforce
1172491,76920,388487,976,292,66,0,0,66.000,163.74,bruteforce
1172491,488967,432736,19856,292,66,0,0,66.000,163.74,bruteforce
1172491,511103,789532,3791,291,66,0,0,66.000,163.74,bruteforce
1177667,317193,332713,18854,292,66,0,0,66.000,294.72,bruteforce
1177667,149824,272232,14156,292,66,0,0,66.000,294.72,bruteforce
1177667,282987,1014043,3647,750,66,0,0,66.000,294.72,bruteforce
1177667,376301,738323,18852,708,66,0,0,66.000,294.72,bruteforce
1177667,467649,5452,6475,333,66,0,0,66.000,294.72,bruteforce
1177667,1031949,289984,2237,333,66,0,0,66.000,294.72,bruteforce
1177667,716064,146723,3026,334,66,0,0,66.000,294.72,bruteforce
1177667,542041,395972,5756,291,66,0,0,66.000,294.72,bruteforce
1177667,351451,357067,4040,292,66,0,0,66.000,294.72,bruteforce
1177667,687233,31205,1699,333,66,0,0,66.000,294.72,bruteforce
1177667,503374,1072016,21132,292,66,0,0,66.000,294.72,bruteforce
1177667,45050,921185,6968,291,66,0,0,66.000,294.72,bruteforce
1177667,426310,349595,27473,292,66,0,0,66.000,294.72,bruteforce
1177667,780303,389164,2134,291,66,0,0,66.000,294.72,bruteforce
1177667,153307,527469,3948,334,66,0,0,66.000,294.72,bruteforce
1177667,845318,232016,3220,292,66,0,0,66.000,294.72,bruteforce
1177667,560263,671159,12885,292,66,0,0,66.000,294.72,bruteforce
1177667,981396,624771,5522,292,66,0,0,66.000,294.72,bruteforce
1177667,551106,654388,459,334,66,0,0,66.000,294.72,bruteforce
1177667,888125,1085322,24567,333,66,0,0,66.000,294.72,bruteforce
1179047,714064,930139,10187,291,66,0,0,66.000,324.70,bruteforce
1179047,1058950,821885,25527,292,66,0,0,66.000,324.70,bruteforce
1179047,874210,1011931,25898,292,66,0,0,66.000,324.70,bruteforce
1179047,256027,1079966,1714,333,66,0,0,66.000,324.70,bruteforce
1179047,373648,128642,7584,708,66,0,0,66.000,324.70,bruteforce
1179047,554779,1093035,515,292,66,0,0,66.000,324.70,bruteforce
1179047,794089,48811,7680,333,66,0,0,66.000,324.70,bruteforce
1179047,623102,1169884,2358,333,66,0,0,66.000,324.70,bruteforce
1179047,205079,1117432,117,333,66,0,0,66.000,324.70,bruteforce
1179047,695324,659741,891,292,66,0,0,66.000,324.70,bruteforce
1179047,1132877,296881,2773,292,66,0,0,66.000,324.70,bruteforce
1179047,82897,338439,2824,333,66,0,0,66.000,324.70,bruteforce
1179047,603016,943496,19320,292,66,0,0,66.000,324.70,bruteforce
1179047,187666,1080140,14297,292,66,0,0,66.000,324.70,bruteforce
1179047,751444,306787,24745,292,66,0,0,66.000,324.70,bruteforce
1179047,227389,827076,7879,291,66,0,0,66.000,324.70,bruteforce
1179047,370934,910274,9018,292,66,0,0,66.000,324.70,bruteforce
1179047,827868,294387,25046,291,66,0,0,66.000,324.70,bruteforce
1179047,506272,438059,8735,291,66,0,0,66.000,324.70,bruteforce
1179047,1051892,760047,9078,333,66,0,0,66.000,324.70,bruteforce
1179251,484301,788380,3632,333,66,0,0,66.000,154.75,bruteforce
1179251,312007,485574,1028,292,66,0,0,66.000,154.75,bruteforce
1179251,865809,885220,6203,292,66,0,0,66.000,154.75,bruteforce
1179251,192026,225637,19831,292,66,0,0,66.000,154.75,bruteforce
1179251,1112469,852309,1315,291,66,0,0,66.000,154.75,bruteforce
1179251,191108,1092914,3061,292,66,0,0,66.000,154.75,bruteforce
1179251,940613,640234,5589,291,66,0,0,66.000,154.75,bruteforce
1179251,245580,433284,20,292,66,0,0,66.000,154.75,bruteforce
1179251,718137,799878,3982,292,66,0,0,66.000,154.75,bruteforce
1179251,100343,987737,12,292,66,0,0,66.000,154.75,bruteforce
1179251,283132,215224,2957,291,66,0,0,66.000,154.75,bruteforce
1179251,531167,260091,5015,333,66,0,0,66.000,154.75,bruteforce
1179251,662933,965956,576,333,66,0,0,66.000,154.75,bruteforce
1179251,183891,117145,2959,291,66,0,0,66.000,154.75,bruteforce
1179251,260243,1178265,4366,334,66,0,0,66.000,154.75,bruteforce
1179251,817318,757698,4080,334,66,0,0,66.000,154.75,bruteforce
1179251,225335,1053354,3481,291,66,0,0,66.000,154.75,bruteforce
1179251,872761,454417,26833,291,66,0,0,66.000,154.75,bruteforce
1179251,465828,754985,3103,291,66,0,0,66.000,154.75,bruteforce
1179251,938240,584735,421,334,66,0,0,66.000,154.75,bruteforce
1182463,173898,783559,22858,291,66,0,0,66.000,157.21,bruteforce
1182463,1177159,1065571,287,333,66,0,0,66.000,157.21,bruteforce
1182463,125268,949071,7650,709,66,0,0,66.000,157.21,bruteforce
1182463,1097426,520482,3912,292,66,0,0,66.000,157.21,bruteforce
1182463,985390,578090,1971,333,66,0,0,66.000,157.21,bruteforce
1182463,798213,929361,3556,292,66,0,0,66.000,157.21,bruteforce
1182463,665801,443057,2880,292,66,0,0,66.000,157.21,bruteforce
1182463,603503,699216,5810,291,66,0,0,66.000,157.21,bruteforce
1182463,201813,612194,576,292,66,0,0,66.000,157.21,bruteforce
1182463,269378,290648,2693,291,66,0,0,66.000,157.21,bruteforce
1182463,925414,454102,2929,292,66,0,0,66.000,157.21,bruteforce
1182463,211295,723852,5866,292,66,0,0,66.000,157.21,bruteforce
1182463,827797,356069,2894,292,66,0,0,66.000,157.21,bruteforce
1182463,480178,402576,1277,333,66,0,0,66.000,157.21,bruteforce
1182463,958671,399647,8804,750,66,0,0,66.000,157.21,bruteforce
1182463,1122080,709132,12738,292,66,0,0,66.000,157.21,bruteforce
1182463,462201,557295,6376,750,66,0,0,66.000,157.21,bruteforce
1182463,142281,953414,1651,333,66,0,0,66.000,157.21,bruteforce
1182463,931525,179952,1031,333,66,0,0,66.000,157.21,bruteforce
1182463,1138036,989507,2131,292,66,0,0,66.000,157.21,bruteforce
1185181,619177,253571,151,19476,1641,3,70,1718.500,0.43,x16_nonsplit_halving
1185181,682555,19458,42,15333,1297,3,54,1370.500,0.43,x16_nonsplit_halving
1185181,1033214,736318,7,18375,1619,3,70,1696.500,0.43,x16_nonsplit_halving
1185181,619177,923732,6,12417,897,0,44,908.000,0.43,x16_nonsplit_halving
1185181,682555,1179517,27,12392,865,0,43,875.750,0.43,x16_nonsplit_halving
1185181,1033214,105831,10,12142,777,0,37,786.250,0.43,x16_nonsplit_halving
1185181,981322,1013066,22,14167,1071,3,42,1141.500,0.43,x16_nonsplit_halving
1185181,981322,207495,55,11833,783,0,38,792.500,0.43,x16_nonsplit_halving
