prime,A,x0,trials,cycles,mul_count,inv_count,branch_count,opcount_m3,batch_time_ms
1001629,50677,627248,6071,709,66,0,0,66.000,942.21
1001629,820734,651123,20014,333,66,0,0,66.000,942.21
1001629,889297,416664,52549,333,66,0,0,66.000,942.21
1001629,431068,321846,1258,333,66,0,0,66.000,942.21
1001629,271831,658041,9524,291,66,0,0,66.000,942.21
1001629,849264,543823,33637,333,66,0,0,66.000,942.21
1001629,127876,37103,2194,291,66,0,0,66.000,942.21
1001629,859660,399809,30563,292,66,0,0,66.000,942.21
1001629,645005,294580,25560,333,66,0,0,66.000,942.21
1001629,361484,968342,26477,334,66,0,0,66.000,942.21
1001629,444743,249790,43901,334,66,0,0,66.000,942.21
1001629,239014,834218,180785,291,66,0,0,66.000,942.21
1001629,564455,566768,2732,333,66,0,0,66.000,942.21
1001629,956403,173989,27833,750,66,0,0,66.000,942.21
1001629,868480,362669,7078,333,66,0,0,66.000,942.21
1001629,266910,699459,10555,292,66,0,0,66.000,942.21
1001629,672200,303884,4342,292,66,0,0,66.000,942.21
1001629,19868,250289,31834,333,66,0,0,66.000,942.21
1001629,954821,493061,12706,709,66,0,0,66.000,942.21
1001629,29412,99511,60847,333,66,0,0,66.000,942.21
1003109,812172,752054,32311,291,66,0,0,66.000,426.46
1003109,725829,637348,3098,333,66,0,0,66.000,426.46
1003109,599115,401670,5356,333,66,0,0,66.000,426.46
1003109,103687,474409,6844,333,66,0,0,66.000,426.46
1003109,896152,992856,9433,333,66,0,0,66.000,426.46
1003109,827045,937151,3790,334,66,0,0,66.000,426.46
1003109,112827,369807,34525,291,66,0,0,66.000,426.46
1003109,635387,5115,8717,292,66,0,0,66.000,426.46
1003109,67452,953536,14045,333,66,0,0,66.000,426.46
1003109,455940,946094,4931,291,66,0,0,66.000,426.46
1003109,938612,440037,3818,750,66,0,0,66.000,426.46
1003109,43075,276043,32952,292,66,0,0,66.000,426.46
1003109,842205,924197,2794,334,66,0,0,66.000,426.46
1003109,689516,55586,13415,291,66,0,0,66.000,426.46
1003109,362790,723407,45881,333,66,0,0,66.000,426.46
1003109,625861,485183,4917,292,66,0,0,66.000,426.46
1003109,641372,186318,3147,333,66,0,0,66.000,426.46
1003109,937380,875269,22500,333,66,0,0,66.000,426.46
1003109,715371,892695,15051,292,66,0,0,66.000,426.46
1003109,570610,118392,1246,709,66,0,0,66.000,426.46
1006769,26870,577479,25,334,66,0,0,66.000,122.54
1006769,98208,966086,5701,333,66,0,0,66.000,122.54
1006769,815370,874744,1896,334,66,0,0,66.000,122.54
1006769,690755,205810,116,291,66,0,0,66.000,122.54
1006769,511940,98557,5946,292,66,0,0,66.000,122.54
1006769,179979,219997,1600,292,66,0,0,66.000,122.54
1006769,448731,94572,4518,350,66,0,0,66.000,122.54
1006769,906677,894899,774,292,66,0,0,66.000,122.54
1006769,105700,876125,1517,334,66,0,0,66.000,122.54
1006769,387307,421047,1982,292,66,0,0,66.000,122.54
1006769,215729,425148,9271,708,66,0,0,66.000,122.54
1006769,586305,273802,3978,310,66,0,0,66.000,122.54
1006769,631878,821463,3180,292,66,0,0,66.000,122.54
1006769,472914,93179,527,333,66,0,0,66.000,122.54
1006769,812574,962536,527,292,66,0,0,66.000,122.54
1006769,754221,734889,1878,750,66,0,0,66.000,122.54
1006769,677146,13529,25037,292,66,0,0,66.000,122.54
1006769,647975,489581,5435,333,66,0,0,66.000,122.54
1006769,579343,744040,888,334,66,0,0,66.000,122.54
1006769,369374,481747,2956,292,66,0,0,66.000,122.54
1006883,906242,273607,5322,334,66,0,0,66.000,148.58
1006883,131609,563044,749,292,66,0,0,66.000,148.58
1006883,979866,839135,1154,750,66,0,0,66.000,148.58
1006883,938575,923082,1860,333,66,0,0,66.000,148.58
1006883,526372,85944,4530,292,66,0,0,66.000,148.58
1006883,536024,260102,148,334,66,0,0,66.000,148.58
